text,label,io_confidence,org_confidence,nci_score,top_indicators,platform,timestamp
"Donald J. Trump John Wahl, the Highly Respected former Chairman of the Alabama GOP, is running for Lieutenant Governor of Alabama. John has been with us from the very beginning, and has been key to our many Republican Victories in the Great State of Alabama, which I won with the Highest Vote in Alabama History, including my HISTORIC WINS in 2016, 2020, and 2024! As your next Lieutenant Governor, John will fight tirelessly to Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support ou",Organic,0.0,1.0,0,,Truth Social,2026-06-14T16:02:40.688008
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 2.38k 8.91k",IO,0.997,0.003,0,,Truth Social,2026-06-14T16:02:40.804967
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T16:02:40.900830
Donald J. Trump 2.05k 8.76k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:02:40.930824
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T16:02:42.525712
Donald J. Trump What do they have to be afraid of. Republicans are moving too fast on nominations!!! 1.53k 4.93k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:10:30.187339
"Donald J. Trump Why are the Dumocrats so afraid of Bill Pulte at DNI??? He would only be Acting! What do they have to be afraid of, what are they hiding? There must be something BIG, mustn’t there??? President DJT 1.12k 2.58k 8.9k",IO,0.991,0.009,0,,Truth Social,2026-06-14T16:10:31.036166
"Donald J. Trump A few Dumocrats are against FISA, with or without Bill Pulte going to DNI, as Acting. What kind of a deal is that. Besides, I’m against FISA if it doesn’t come with The Save America Act (Full version!) firmly attached to it. MAKE AMERICA GREAT AGAIN! Thank you for your attention to this matter. President DONALD J. TRUMP 2.12k 7.87k",IO,0.997,0.003,0,,Truth Social,2026-06-14T16:10:32.167537
Donald J. Trump 3.08k 2.97k 11.6k,IO,0.997,0.003,0,,Truth Social,2026-06-14T16:10:32.197367
"Donald J. Trump John Wahl, the Highly Respected former Chairman of the Alabama GOP, is running for Lieutenant Governor of Alabama. John has been with us from the very beginning, and has been key to our many Republican Victories in the Great State of Alabama, which I won with the Highest Vote in Alabama History, including my HISTORIC WINS in 2016, 2020, and 2024! As your next Lieutenant Governor, John will fight tirelessly to Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support ou",Organic,0.0,1.0,0,,Truth Social,2026-06-14T16:10:36.032237
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 2.4k 9.02k",IO,0.766,0.234,0,,Truth Social,2026-06-14T16:10:36.116820
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T16:10:36.908553
Donald J. Trump 2.07k 8.82k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:10:36.969195
"Donald J. Trump It is my Great Honor to endorse “MAGA” Mike Collins, a Highly Respected Congressman who has been with me from the very beginning, and is running for the United States Senate in Georgia, a very special place to me, and where we just had a BIG Presidential Election Win with the Most Votes Received by any single Candidate in Georgia’s History, for any Election. Mike is strongly supported by the most Highly Respected MAGA Patriots in Georgia and beyond, and many Republicans in the U.S. House and",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:10:38.976420
"Donald J. Trump Congratulations to Jim Dolan and the New York Knicks!!! What a year it has been but, even more so, what incredible playoff wins we have all witnessed, especially the last four - Maybe the greatest in the history of basketball. Also, tonight, a superstar was born. His name is Jalen Brunson, and there are others, including, Karl-Anthony Towns, OG Anunoby, and great Patriot, Mitchell Robinson! MAKE AMERICA GREAT AGAIN! President DONALD J. TRUMP 3.56k 18.4k",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:10:39.060550
"Donald J. Trump Years ago after saving the Wollman Skating Rink in Central Park – Long before I fixed The Reflecting Pool, and everything else in Washington, D.C. including, most importantly, CRIME! President DONALD J. TRUMP 3.8k 6.7k 32.6k",IO,0.983,0.017,0,,Truth Social,2026-06-14T16:10:39.113055
Donald J. Trump 4.06k 21k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:10:40.217434
Donald J. Trump 1.03k 4.61k 22k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:10:41.075054
"Donald J. Trump I am pleased to announce my intent to appoint James M. McDonald as the United States Attorney for the Southern District of New York. A native of the Great State of Oklahoma, Jamie is a former Assistant U.S. Attorney in the Southern District of New York, and served as Director of Enforcement at the U.S. Commodity Futures Trading Commission during my First Term. Jamie is currently a Senior Partner at the Highly Respected Law Firm of Sullivan & Cromwell, a former Law Clerk to Chief Justice John",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:10:42.783309
Donald J. Trump 3.45k 18.9k,IO,0.998,0.002,0,,Truth Social,2026-06-14T16:10:42.813441
"Donald J. Trump I am pleased to announce my intent to appoint James M. McDonald as the United States Attorney for the Southern District of New York. A native of the Great State of Oklahoma, Jamie is a former Assistant U.S. Attorney in the Southern District of New York, and served as Director of Enforcement at the U.S. Commodity Futures Trading Commission during my First Term. Jamie is currently a Senior Partner at the Highly Respected Law Firm of Sullivan & Cromwell, a former Law Clerk to Chief Justice John",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:11:35.859088
Donald J. Trump 1.34k 5.39k 19.2k,IO,0.998,0.002,0,,Truth Social,2026-06-14T16:11:38.783694
"Donald J. Trump Highly Respected America First Congresswoman, Julia Letlow, of the wonderful State of Louisiana, is a Great Star, has been from the very beginning, and only gets better! Julia is running for the United States Senate in Louisiana, a place I love and WON BIG, six times, including Primaries, in 2016, 2020, and 2024. I know Julia well, have seen her tested at the highest and most difficult levels, and she is a TOTAL WINNER! A Proud Mother of two children, Julia is a wonderful person, has ALWAYS ",Organic,0.001,0.999,0,,Truth Social,2026-06-14T16:11:38.868291
Donald J. Trump 1.45k 4.59k 22.7k,IO,0.998,0.002,0,,Truth Social,2026-06-14T16:11:38.899833
"Donald J. Trump Re-gilding of the massive Arts of War sculptures, located between The Lincoln Memorial and site of The Triumphal Arch, rapidly continues. The sculptures will be fully regilded by July 3rd. The photos below were taken yesterday. The Gilders’ Studio has flown in Gilders from around the Country to perform this work! 1.19k 4.65k 21.5k",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:11:46.813143
Donald J. Trump 1.59k 3.75k 15.1k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:11:46.843545
Donald J. Trump truthsocial.com/users/craigcow 1.56k 6.7k,Organic,0.003,0.997,0,,Truth Social,2026-06-14T16:11:49.980955
"Donald J. Trump The terms that Iran leaked out to the Fake News have NOTHING to do with the terms that were agreed to, in writing. What they said, including their weak and pathetic statement on having a deal, bears no relation to the truth. Very dishonorable people to deal with. With them, there is no such thing as dealing in good faith. AMAZING! Also, their totally rebuffed Drone attack last night against Indian Ships leaving the Hormuz Strait is TOTALLY UNACCEPTABLE. They better get their act together, an",IO,1.0,0.0,4,"2,3,9",Truth Social,2026-06-14T16:11:50.069017
"Donald J. Trump Why Scott Pelley Doesn’t Matter: lyceumnow.com/why-scott-pelley lyceumnow.com Why Scott Pelley Doesn’t Matter - Lyceum Like many things the elites care deeply about, the Scott Pelley incident will have little real-world impact. 1.86k 3.54k 15.4k",Organic,0.0,1.0,1,6,Truth Social,2026-06-14T16:11:50.137375
"Donald J. Trump The terms that Iran leaked out to the Fake News have NOTHING to do with the terms that were agreed to, in writing. What they said, including their weak and pathetic statement on having a deal, bears no relation to the truth. Very dishonorable people to deal with. With them, there is no such thing as dealing in good faith. AMAZING! Also, their totally rebuffed Drone attack last night against Indian Ships leaving the Hormuz Strait is TOTALLY UNACCEPTABLE. They better get their act together, an",IO,1.0,0.0,4,"2,3,9",Truth Social,2026-06-14T16:11:52.755881
"Donald J. Trump The terms that Iran leaked out to the Fake News have NOTHING to do with the terms that were agreed to, in writing. What they said, including their weak and pathetic statement on having a deal, bears no relation to the truth. Very dishonorable people to deal with. With them, there is no such thing as dealing in good faith. AMAZING! Also, their totally rebuffed Drone attack last night against Indian Ships leaving the Hormuz Strait is TOTALLY UNACCEPTABLE. They better get their act together, an",IO,1.0,0.0,4,"2,3,9",Truth Social,2026-06-14T16:28:03.856673
"Donald J. Trump Victoria Coates of the Heritage Foundation is absolutely fantastic! She gets it like few other do. Thank you Victoria. Iran will never have a Nuclear weapon, and the Strait of Hormuz will be opening up for business very shortly!!! President DJT",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:37:21.839769
"Donald J. Trump Senator Jack Reed, a Dumocrat from R.I., lied when stating the the Deal we just made is not as good as the Obama disaster known as the JCPOA. Reed is either an outright fraud, or incompetent. The Obuma Deal was a road to a Nuclear weapon for Iran, cash and all, one of the worst and dumbest (hence Dumocrats!) Deals ever made by the U.S. Our Deal is a WALL against Iran ever having a Nuclear weapon, the complete opposite of Obuma. Impeach Jack Reed! 1.94k",IO,1.0,0.0,1,2,Truth Social,2026-06-14T16:37:21.935626
Donald J. Trump What do they have to be afraid of. Republicans are moving too fast on nominations!!! 1.78k 5.82k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:37:24.877087
"Donald J. Trump Why are the Dumocrats so afraid of Bill Pulte at DNI??? He would only be Acting! What do they have to be afraid of, what are they hiding? There must be something BIG, mustn’t there??? President DJT 1.24k 3k 10.3k",IO,0.996,0.004,0,,Truth Social,2026-06-14T16:37:26.754612
"Donald J. Trump A few Dumocrats are against FISA, with or without Bill Pulte going to DNI, as Acting. What kind of a deal is that. Besides, I’m against FISA if it doesn’t come with The Save America Act (Full version!) firmly attached to it. MAKE AMERICA GREAT AGAIN! Thank you for your attention to this matter. President DONALD J. TRUMP 2.43k 9.04k",IO,0.997,0.003,0,,Truth Social,2026-06-14T16:37:26.822407
Donald J. Trump 3.2k 3.14k 12.3k,IO,0.998,0.002,0,,Truth Social,2026-06-14T16:37:26.858001
"Donald J. Trump John Wahl, the Highly Respected former Chairman of the Alabama GOP, is running for Lieutenant Governor of Alabama. John has been with us from the very beginning, and has been key to our many Republican Victories in the Great State of Alabama, which I won with the Highest Vote in Alabama History, including my HISTORIC WINS in 2016, 2020, and 2024! As your next Lieutenant Governor, John will fight tirelessly to Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support ou",Organic,0.0,1.0,0,,Truth Social,2026-06-14T16:37:26.936081
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 2.49k 9.36k",IO,0.995,0.005,0,,Truth Social,2026-06-14T16:37:28.760725
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T16:37:30.536548
Donald J. Trump 2.12k 9.01k,IO,0.998,0.002,0,,Truth Social,2026-06-14T16:37:37.172739
"Donald J. Trump Victoria Coates of the Heritage Foundation is absolutely fantastic! She gets it like few other do. Thank you Victoria. Iran will never have a Nuclear weapon, and the Strait of Hormuz will be opening up for business very shortly!!! President DJT",IO,1.0,0.0,0,,Truth Social,2026-06-14T16:37:45.502331
"Donald J. Trump Senator Jack Reed, a Dumocrat from R.I., lied when stating the the Deal we just made is not as good as the Obama disaster known as the JCPOA. Reed is either an outright fraud, or incompetent. The Obuma Deal was a road to a Nuclear weapon for Iran, cash and all, one of the worst and dumbest (hence Dumocrats!) Deals ever made by the U.S. Our Deal is a WALL against Iran ever having a Nuclear weapon, the complete opposite of Obuma. Impeach Jack Reed! 1.97k",IO,0.999,0.001,1,2,Truth Social,2026-06-14T16:37:48.047987
Donald J. Trump What do they have to be afraid of. Republicans are moving too fast on nominations!!! 1.78k 5.83k,IO,0.999,0.001,0,,Truth Social,2026-06-14T16:37:48.090588
"Donald J. Trump Why are the Dumocrats so afraid of Bill Pulte at DNI??? He would only be Acting! What do they have to be afraid of, what are they hiding? There must be something BIG, mustn’t there??? President DJT 1.24k 3.01k 10.3k",IO,0.992,0.008,0,,Truth Social,2026-06-14T16:38:09.517981
"Donald J. Trump A few Dumocrats are against FISA, with or without Bill Pulte going to DNI, as Acting. What kind of a deal is that. Besides, I’m against FISA if it doesn’t come with The Save America Act (Full version!) firmly attached to it. MAKE AMERICA GREAT AGAIN! Thank you for your attention to this matter. President DONALD J. TRUMP 2.43k 9.05k",IO,0.998,0.002,0,,Truth Social,2026-06-14T16:38:10.569409
Donald J. Trump 3.2k 3.14k 12.3k,IO,0.998,0.002,0,,Truth Social,2026-06-14T16:38:10.598913
"Donald J. Trump John Wahl, the Highly Respected former Chairman of the Alabama GOP, is running for Lieutenant Governor of Alabama. John has been with us from the very beginning, and has been key to our many Republican Victories in the Great State of Alabama, which I won with the Highest Vote in Alabama History, including my HISTORIC WINS in 2016, 2020, and 2024! As your next Lieutenant Governor, John will fight tirelessly to Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support ou",Organic,0.0,1.0,0,,Truth Social,2026-06-14T16:38:14.907479
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 2.49k 9.36k",IO,0.995,0.005,0,,Truth Social,2026-06-14T16:38:52.651075
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T16:39:14.871058
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 3.09k ReTruths 12.1k Jun 14, 2026, 11:26 AM",IO,0.962,0.038,0,,Truth Social,2026-06-14T21:05:43.261129
"Donald J. Trump This Great Deal will bring Peace and Security to the whole Region. Many presidents have tried to make Peace with Iran, and all have failed before me. The Leaders of the Region have, for the first time, found a President who can help them achieve real Peace. With the opening of the Strait upon the signing of the Deal on Friday, for purposes of mine removal, oil will flow on both ends again for the Region, and the World! President DONALD J. TRUMP 4.24k 5.22k 21.4k",IO,1.0,0.0,0,,Truth Social,2026-06-14T21:05:47.216360
"Donald J. Trump The Deal with the Islamic Republic of Iran is now complete. Congratulations to all! I hereby fully authorize the toll free opening of the Strait of Hormuz, and, simultaneously herewith, authorize the immediate removal of the United States Naval blockade. Ships of the World, start your engines. Let the oil flow! President DONALD J. TRUMP 10.7k 15.6k 67.8k",IO,1.0,0.0,0,,Truth Social,2026-06-14T21:05:47.303767
"Donald J. Trump Victoria Coates of the Heritage Foundation is absolutely fantastic! She gets it like few other do. Thank you Victoria. Iran will never have a Nuclear weapon, and the Strait of Hormuz will be opening up for business very shortly!!! President DJT 1.04k 3.39k 17.1k",IO,1.0,0.0,0,,Truth Social,2026-06-14T21:05:48.350443
"Donald J. Trump Senator Jack Reed, a Dumocrat from R.I., lied when stating the the Deal we just made is not as good as the Obama disaster known as the JCPOA. Reed is either an outright fraud, or incompetent. The Obuma Deal was a road to a Nuclear weapon for Iran, cash and all, one of the worst and dumbest (hence Dumocrats!) Deals ever made by the U.S. Our Deal is a WALL against Iran ever having a Nuclear weapon, the complete opposite of Obuma. Impeach Jack Reed! 1.24k 3.8k 16.2k",IO,0.998,0.002,1,2,Truth Social,2026-06-14T21:05:48.477433
Donald J. Trump What do they have to be afraid of. Republicans are moving too fast on nominations!!! 1.26k 3.32k 12.1k,IO,0.999,0.001,0,,Truth Social,2026-06-14T21:05:49.966507
"Donald J. Trump Why are the Dumocrats so afraid of Bill Pulte at DNI??? He would only be Acting! What do they have to be afraid of, what are they hiding? There must be something BIG, mustn’t there??? President DJT 1.68k 5.33k 20k",IO,0.998,0.002,0,,Truth Social,2026-06-14T21:05:50.041824
"Donald J. Trump A few Dumocrats are against FISA, with or without Bill Pulte going to DNI, as Acting. What kind of a deal is that. Besides, I’m against FISA if it doesn’t come with The Save America Act (Full version!) firmly attached to it. MAKE AMERICA GREAT AGAIN! Thank you for your attention to this matter. President DONALD J. TRUMP 4.21k 16.9k",IO,0.997,0.003,0,,Truth Social,2026-06-14T21:05:50.131229
Donald J. Trump 3.8k 4.28k 17.3k,IO,0.998,0.002,0,,Truth Social,2026-06-14T21:05:50.167509
Donald J. Trump What do they have to be afraid of. Republicans are moving too fast on nominations!!! 1.26k 3.32k 12.1k,IO,0.999,0.001,0,,Truth Social,2026-06-14T21:16:04.284146
"Donald J. Trump Why are the Dumocrats so afraid of Bill Pulte at DNI??? He would only be Acting! What do they have to be afraid of, what are they hiding? There must be something BIG, mustn’t there??? President DJT 1.68k 5.33k 20k",IO,0.998,0.002,0,,Truth Social,2026-06-14T21:16:06.971916
"Donald J. Trump A few Dumocrats are against FISA, with or without Bill Pulte going to DNI, as Acting. What kind of a deal is that. Besides, I’m against FISA if it doesn’t come with The Save America Act (Full version!) firmly attached to it. MAKE AMERICA GREAT AGAIN! Thank you for your attention to this matter. President DONALD J. TRUMP 4.21k 16.9k",IO,0.997,0.003,0,,Truth Social,2026-06-14T21:16:07.057588
Donald J. Trump 3.8k 4.28k 17.3k,IO,0.998,0.002,0,,Truth Social,2026-06-14T21:16:07.091008
"Donald J. Trump John Wahl, the Highly Respected former Chairman of the Alabama GOP, is running for Lieutenant Governor of Alabama. John has been with us from the very beginning, and has been key to our many Republican Victories in the Great State of Alabama, which I won with the Highest Vote in Alabama History, including my HISTORIC WINS in 2016, 2020, and 2024! As your next Lieutenant Governor, John will fight tirelessly to Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support ou",Organic,0.0,1.0,0,,Truth Social,2026-06-14T21:16:08.782577
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 3.09k 12.1k",IO,0.997,0.003,0,,Truth Social,2026-06-14T21:16:11.542333
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T21:16:11.648440
"Donald J. Trump John Wahl, the Highly Respected former Chairman of the Alabama GOP, is running for Lieutenant Governor of Alabama. John has been with us from the very beginning, and has been key to our many Republican Victories in the Great State of Alabama, which I won with the Highest Vote in Alabama History, including my HISTORIC WINS in 2016, 2020, and 2024! As your next Lieutenant Governor, John will fight tirelessly to Grow the Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support ou",Organic,0.0,1.0,0,,Truth Social,2026-06-14T21:16:20.224577
"Donald J. Trump This Great Deal will bring Peace and Security to the whole Region. Many presidents have tried to make Peace with Iran, and all have failed before me. The Leaders of the Region have, for the first time, found a President who can help them achieve real Peace. With the opening of the Strait upon the signing of the Deal on Friday, for purposes of mine removal, oil will flow on both ends again for the Region, and the World! President DONALD J. TRUMP 4.41k 5.39k 22.2k",IO,1.0,0.0,0,,Truth Social,2026-06-14T21:16:23.176368
"Donald J. Trump The Deal with the Islamic Republic of Iran is now complete. Congratulations to all! I hereby fully authorize the toll free opening of the Strait of Hormuz, and, simultaneously herewith, authorize the immediate removal of the United States Naval blockade. Ships of the World, start your engines. Let the oil flow! President DONALD J. TRUMP 10.8k 15.8k 68.5k",IO,1.0,0.0,0,,Truth Social,2026-06-14T21:16:23.270709
"Donald J. Trump Victoria Coates of the Heritage Foundation is absolutely fantastic! She gets it like few other do. Thank you Victoria. Iran will never have a Nuclear weapon, and the Strait of Hormuz will be opening up for business very shortly!!! President DJT 1.05k 3.44k 17.4k",IO,1.0,0.0,0,,Truth Social,2026-06-14T21:16:23.361145
"Donald J. Trump Senator Jack Reed, a Dumocrat from R.I., lied when stating the the Deal we just made is not as good as the Obama disaster known as the JCPOA. Reed is either an outright fraud, or incompetent. The Obuma Deal was a road to a Nuclear weapon for Iran, cash and all, one of the worst and dumbest (hence Dumocrats!) Deals ever made by the U.S. Our Deal is a WALL against Iran ever having a Nuclear weapon, the complete opposite of Obuma. Impeach Jack Reed! 1.25k 3.85k 16.4k",IO,0.998,0.002,1,2,Truth Social,2026-06-14T21:16:23.496509
Donald J. Trump What do they have to be afraid of. Republicans are moving too fast on nominations!!! 1.27k 3.34k 12.2k,IO,0.998,0.002,0,,Truth Social,2026-06-14T21:18:27.879542
"Donald J. Trump Why are the Dumocrats so afraid of Bill Pulte at DNI??? He would only be Acting! What do they have to be afraid of, what are they hiding? There must be something BIG, mustn’t there??? President DJT 1.69k 5.38k 20.2k",IO,0.996,0.004,0,,Truth Social,2026-06-14T21:18:40.120786
"Donald J. Trump A few Dumocrats are against FISA, with or without Bill Pulte going to DNI, as Acting. What kind of a deal is that. Besides, I’m against FISA if it doesn’t come with The Save America Act (Full version!) firmly attached to it. MAKE AMERICA GREAT AGAIN! Thank you for your attention to this matter. President DONALD J. TRUMP 4.24k 17.1k",IO,0.999,0.001,0,,Truth Social,2026-06-14T21:18:40.210568
Donald J. Trump 3.81k 4.3k 17.4k,IO,0.999,0.001,0,,Truth Social,2026-06-14T21:18:40.241988
"Donald J. Trump Thank you Michael. The Dumocrats Weaponized Government at levels never seen before, and you survived it all. They should pay the ultimate price for what they have done!!! President DJT open.substack.com/pub/therealm open.substack.com ""The Price Of Proximity"" I know what government weaponization looks like because I lived it; through leaks, lies, intimidation, solitary confinement, and a campaign that devastated everything I built. 3.11k 12.2k",IO,0.982,0.018,0,,Truth Social,2026-06-14T21:18:44.031204
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T21:18:45.000534
Donald J. Trump 2.46k 10.7k,IO,0.999,0.001,0,,Truth Social,2026-06-14T21:18:45.051090
"Donald J. Trump This morning’s attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks b",IO,1.0,0.0,2,2,Truth Social,2026-06-14T21:18:46.000048
